s_no,game_datetime,year,homeTeam,awayTeam,homeScore,awayScore,feature_cutoff_datetime,park_factor,park_factor_source,home_sp_fip,home_sp_source,home_sp_missing,home_bat_obp,home_bat_slg,home_bat_iso,home_bat_bb_rate,home_bat_k_rate,home_bat_linear,home_bat_source,home_bat_missing,home_rp_fip,home_rp_era,home_rp_k_bb,home_bullpen_candidate_count,home_rp_source,home_rp_missing,home_rp_ip_1d,home_rp_np_1d,home_rp_ip_3d,home_rp_np_3d,home_rp_ip_last10,home_rp_np_last10,away_sp_fip,away_sp_source,away_sp_missing,away_bat_obp,away_bat_slg,away_bat_iso,away_bat_bb_rate,away_bat_k_rate,away_bat_linear,away_bat_source,away_bat_missing,away_rp_fip,away_rp_era,away_rp_k_bb,away_bullpen_candidate_count,away_rp_source,away_rp_missing,away_rp_ip_1d,away_rp_np_1d,away_rp_ip_3d,away_rp_np_3d,away_rp_ip_last10,away_rp_np_last10,sp_fip_diff,rp_fip_diff,rp_era_diff,rp_k_bb_diff,bat_obp_diff,bat_slg_diff,bat_iso_diff,bat_bb_rate_diff,bat_k_rate_diff,bat_linear_diff
2023001,2023-04-01T09:00:00,2023,TEAM_04,TEAM_05,3,5,2023-04-01T06:00:00,0.979655681793803,synthetic,3.935320782331241,synthetic,False,0.32180015893759506,0.41050812152451627,0.08870796258692121,0.09384338829834729,0.17758757773615394,0.31837260370718984,synthetic,False,3.7044551232844207,4.20474414110855,2.5249596527487137,9,synthetic,False,3.4793979748628288,55.44467096686317,7.632061395122432,156.94447741600902,28.337546711260227,350.5530652837571,3.6532502195431,synthetic,False,0.32981117399171006,0.42481210542353093,0.09500093143182087,0.09110044453408249,0.19478165163745687,0.33343658725103675,synthetic,False,3.6397676138990147,4.347889468535911,2.5815016533510677,7,synthetic,False,2.2478664495117706,51.51694696885358,8.230888128728157,134.79471095947565,28.154105015039413,575.6235700652846,-0.282070562788141,-0.06468750938540602,0.1431453274273604,-0.05654200060235404,-0.008011015054115,-0.01430398389901466,-0.00629296884489966,0.002742943764264802,-0.017194073901302925,-0.015063983543846915
2023002,2023-04-02T09:00:00,2023,TEAM_05,TEAM_02,5,4,2023-04-02T06:00:00,0.9884412051833859,synthetic,3.722474238321139,synthetic,False,0.35068972292720896,0.4069489457622123,0.05625922283500334,0.08635906113822484,0.1871062254117051,0.3432041597562727,synthetic,False,3.9726481969561753,4.180138959921205,2.5103470878133916,7,synthetic,False,2.716685809140728,46.49901754766421,9.24285755589638,128.93146201201515,29.394567815359473,420.06843021166685,4.530953431633196,synthetic,False,0.3241128822583854,0.34677119524259803,0.022658312984212614,0.07988197270185621,0.20335552814848645,0.31812917835728155,synthetic,False,4.310280537939164,4.543700212070661,1.910250665292027,9,synthetic,False,3.568278354591481,16.074083654147124,6.830229940028451,127.04534501825518,28.93111165679639,468.3419934844641,0.8084791933120572,0.33763234098298867,0.3635612521494558,0.6000964225213645,0.026576840668823543,0.06017775051961427,0.03360090985079073,0.006477088436368628,-0.01624930273678135,0.02507498139899117
2023003,2023-04-03T09:00:00,2023,TEAM_01,TEAM_04,3,5,2023-04-03T06:00:00,1.0324807074446516,synthetic,4.990233246752003,synthetic,False,0.30868695675118385,0.3380376461799174,0.029350689428733534,0.07180027671597912,0.20196657256798067,0.29406679495694876,synthetic,False,4.814290186013442,4.929849007624699,1.8618242060990398,8,synthetic,False,3.225590393967337,38.050455364476186,8.413550475114823,101.48029582693381,24.184730767174642,386.3696579501253,3.515164899235069,synthetic,False,0.3370697248078558,0.388550757876351,0.05148103306849522,0.08827496471236612,0.20676895990687089,0.32142120321686807,synthetic,False,4.141632794007486,4.392884788140475,2.403010506386754,9,synthetic,False,2.520281789093601,16.002649056671522,4.605775055153826,80.99631201701352,21.013765861992592,444.98306700425775,-1.4750683475169337,-0.6726573920059558,-0.5369642194842239,-0.5411863002877142,-0.028382768056671948,-0.05051311169643363,-0.022130343639761685,-0.016474687996387002,-0.004802387338890213,-0.027354408259919305
2023004,2023-04-04T09:00:00,2023,TEAM_02,TEAM_01,5,1,2023-04-04T06:00:00,0.9746105229698114,synthetic,4.350246088102801,synthetic,False,0.32517515568467087,0.3561948817598222,0.031019726075151355,0.08056737465279423,0.197599735341073,0.27301751407530717,synthetic,False,4.385241731024859,4.934107848110089,2.300327093063757,9,synthetic,False,2.0058500443032057,19.863074329784727,7.644259015427739,105.58572601902212,27.16338105677352,416.6389109142582,5.198498089569856,synthetic,False,0.30820644372526973,0.3425770451328064,0.03437060140753667,0.0796756538097379,0.21563996020766119,0.2893961948280931,synthetic,False,5.02979689381011,5.172288936070103,2.4289908673658687,8,synthetic,False,1.4112369456771492,32.763975476004035,5.64684811718895,109.91589610217119,19.116569262218455,462.6363210110803,0.8482520014670554,0.6445551627852506,0.23818108796001436,-0.12866377430211173,0.01696871195940114,0.013617836627015822,-0.003350875332385317,0.0008917208430563317,-0.018040224866588184,-0.016378680752785924
2023005,2023-04-05T09:00:00,2023,TEAM_03,TEAM_02,7,4,2023-04-05T06:00:00,0.9989809368466142,synthetic,4.237783877286055,synthetic,False,0.33338126567894383,0.4209411560504522,0.08755989037150835,0.10248317479604399,0.20997291319931194,0.3137479604728137,synthetic,False,4.002615469992034,3.653783801744042,2.1061176714069023,8,synthetic,False,1.987903200940192,40.74734581733784,9.631960461575288,126.86850559080568,25.206825814806557,337.3259685380641,3.98108877548278,synthetic,False,0.3129369209092667,0.37203191408527025,0.05909499317600353,0.0924075794814793,0.21056329425767462,0.2806107872701617,synthetic,False,4.7156848777557645,4.4652465405112975,1.8804649713302883,8,synthetic,False,1.8747739354642468,77.05551571896262,5.857226641551228,147.9931653158267,21.48536410956487,484.8679759655683,-0.2566951018032748,0.7130694077637303,0.8114627387672555,0.22565270007661398,0.020444344769677103,0.04890924196518193,0.028464897195504824,0.010075595314564686,-0.0005903810583626767,0.033137173202652026
2023006,2023-04-06T09:00:00,2023,TEAM_04,TEAM_05,3,2,2023-04-06T06:00:00,1.0160984698319215,synthetic,3.666659445279771,synthetic,False,0.3366607220148208,0.38881029735386596,0.052149575339045184,0.08084636541739651,0.18566474910816455,0.3250398825900281,synthetic,False,4.07314697943053,4.712681939743653,2.4944085021670355,6,synthetic,False,3.9060017417068247,46.5101200218217,6.678145538332526,156.29495001185654,28.143782192308066,530.1816993996994,3.601305642422134,synthetic,False,0.32715530968279505,0.38437313441357807,0.05721782473078302,0.1013055675933875,0.21768398864939956,0.3560602200913908,synthetic,False,3.7651201966793497,3.785884437602405,2.3778862953869537,8,synthetic,False,1.7052729810441738,53.29322871502471,6.710789754280821,121.8412221316778,25.18278550737744,440.31809115992,-0.06535380285763681,-0.30802678275118023,-0.9267975021412478,0.11652220678008174,0.009505412332025731,0.004437162940287898,-0.0050682493917378335,-0.020459202175990995,-0.032019239541235006,-0.031020337501362738
2023007,2023-04-07T09:00:00,2023,TEAM_05,TEAM_02,6,2,2023-04-07T06:00:00,0.9836463389983051,synthetic,2.975951811711314,synthetic,False,0.33891281598069883,0.39382185513472834,0.054909039154029504,0.08408712163745824,0.18646217159685496,0.3170305019516461,synthetic,False,3.726469139824797,4.240565889824605,2.719189447778325,7,synthetic,False,3.088514187449264,35.253289066662745,6.844653811276078,153.08549258444273,28.69057718501963,515.3048580582058,4.406738409810028,synthetic,False,0.310840573883293,0.36897054129615103,0.05812996741285803,0.08325498074762734,0.21111888030144452,0.3003951966219447,synthetic,False,4.198902981941658,4.671671423569757,2.925242211260176,6,synthetic,False,4.47684461128167,29.348106391058877,6.925233276901648,76.63329794305291,23.046464930182566,438.67037526927555,1.4307865980987144,0.47243384211686124,0.4311055337451517,-0.20605276348185075,0.02807224209740583,0.024851313838577305,-0.003220928258828526,0.0008321408898308985,-0.024656708704589553,0.016635305329701422
2023008,2023-04-08T09:00:00,2023,TEAM_01,TEAM_04,9,6,2023-04-08T06:00:00,1.0000021098272853,synthetic,4.148759071673177,synthetic,False,0.3089733407945509,0.34187654058652783,0.03290319979197692,0.07542336343580357,0.20247767066198893,0.26386136656452613,synthetic,False,4.6664343614368615,4.26479506302518,2.6287741336084895,7,synthetic,False,1.5032144215453604,72.39061645314102,13.310134338480815,85.6814345064144,24.15875521605985,440.61666632053823,4.334035340433566,synthetic,False,0.3223314292157176,0.39258499877304204,0.07025356955732442,0.09286402545637046,0.2062171928935994,0.30355145868282024,synthetic,False,3.9359609821924755,4.113161962419386,2.4585478768076006,6,synthetic,False,2.333612509991045,46.7147182340201,6.389345562361968,136.6176941988993,31.063579089099143,426.65719957513494,0.18527626876038905,-0.730473379244386,-0.15163310060579427,0.170226256800889,-0.013358088421166703,-0.050708458186514205,-0.0373503697653475,-0.01744066202056689,-0.003739522231610476,-0.03969009211829411
2023009,2023-04-09T09:00:00,2023,TEAM_02,TEAM_01,6,4,2023-04-09T06:00:00,0.9917868694219276,synthetic,4.247963750608003,synthetic,False,0.3209649426167331,0.37124884122855717,0.050283898611824085,0.09435900985358359,0.2278802588297029,0.2816262393922322,synthetic,False,4.566461638139125,4.372929976606832,2.5273428859266596,6,synthetic,False,3.080143403391611,15.086624208412918,9.35487696311636,136.08703048464525,20.44784657792761,379.63563944125383,4.823840817219826,synthetic,False,0.3111246679835624,0.355740918655536,0.044616250671973556,0.07797907039160423,0.20997627146151737,0.2484667818269618,synthetic,False,4.728140628025618,5.395022190547605,1.9189449206470948,6,synthetic,False,2.776512421372447,47.73590383499359,6.75617083735742,67.54162474316394,27.63997741857055,544.5512660623139,0.5758770666118229,0.16167898988649299,1.0220922139407733,0.6083979652795648,0.009840274633170665,0.015507922573021193,0.005667647939850529,0.016379939461979354,0.01790398736818552,0.03315945756527039
2023010,2023-04-10T09:00:00,2023,TEAM_03,TEAM_02,2,1,2023-04-10T06:00:00,1.007800236788781,synthetic,4.132829183167923,synthetic,False,0.31447101489296053,0.3789797888975942,0.06450877400463367,0.09280026756819376,0.21199186290385247,0.31614721350501407,synthetic,False,4.683077901352486,4.812094161142193,2.8731803578503374,7,synthetic,False,3.427988176797059,38.254864743444664,7.633091631718409,100.37986147769142,30.947919672974265,326.6272282663851,4.669058095876945,synthetic,False,0.31589348942494844,0.39408244768241174,0.0781889582574633,0.08630521393238758,0.2308477538917616,0.2962626555794252,synthetic,False,4.652693672784661,4.089785910521367,1.8183978422215552,8,synthetic,False,2.0817201576337254,67.17965493242755,8.775067621795392,100.33315671405886,20.931413167798006,417.45865696571957,0.5362289127090225,-0.030384228567824856,-0.7223082506208263,1.0547825156287822,-0.001422474531987905,-0.015102658784817535,-0.01368018425282963,0.006495053635806186,-0.01885589098790913,0.019884557925588853
